sentiment_id,user_name,tweet,longitude,latitude,sentiment
music_1573897641.18406,Fred The Felon 🧢🐐,Great music,-124.482,32.52883,Positive
music_1573897648.148053,Mikeaverill,"I wanted to look 4 u didnot know what I should do so i sat back down had  beer  and felt sorry 4 my self
 sorryhttp… https://t.co/UX4RSaHsGD",-85.60516,30.355644,Negative
music_1573897655.444683,clare fox,Absolutely Loving working on this show ❤️#choreographer @BOVTS @paul_clarkson1,-2.714001,51.41873,Positive
music_1573897691.826355,Rubber Bands,"#SaturdayMotivation If you're a fan of good music then this right here is exactly for you,check out the visuals 🎥 o… https://t.co/KeRUwVLVUo",27.892563,-26.136866,Positive
music_1573897704.298168,JuJA,Lil wayne music manze🔥🔥🔥🔥🔥🔥,36.050037,-3.070132,Neutral
music_1573897705.512083,Quintessa,I’ve been constantly playing Material Girl x @SaucySantana_ ... Idek this man but I’m so happy he’s taking off &amp; hi… https://t.co/7hSCgLUtTa,-115.31608,35.960754,Positive
music_1573897710.172747,Rubber Bands,"#SaturdayThoughts If you're a fan of good music then this right here is exactly for you,check out the visuals 🎥 of… https://t.co/BjvsChm4nH",27.892563,-26.136866,Positive
music_1573897788.957854,Kevin Clouds ☁️,"5 new tracks in Spotify, Tidal and Apple Music! Holla! https://t.co/wsUbW50SY7",-83.83124,42.899437,Positive
music_1573897789.233398,Rob Dunne,"“Wandering Star” - Noel Gallagher’s HFBs https://t.co/cuChWqQnYZ via @YouTube

NG’s new single - I love this song -… https://t.co/83hvLylr6E",-74.02667,40.683933,Positive
music_1573897789.434853,Nick Morris 🔸◾️,Over 20 odd years and I’m still obsessed with @liamgallagher it really is a life long obsession #liveForver #Liam… https://t.co/vCJJFp77PT,-2.483044,52.62309,Negative
music_1573897854.812311,Sairushimarella 🤟🤟🤟🤟,Happy birthday thaman anna lots of love ❤️ 🎻🎹🎷📯 your music spreads everywhere waiting for tarak anna &amp; your combo a… https://t.co/A5GGi5YQ90,80.138885,16.385794,Positive
music_1573897990.832001,Debbie Whaley 🌊🌊🌊🌊🌊🌊,My daughter plays viola and violin. Classical and popular. It helps my rattled mind so much.,-81.438515,30.307106,Positive
music_1573898003.25076,하틀라내,Why does the racist’s music SLAP like this? 🙆🏽‍♀️,126.73848,37.473866,Neutral
music_1573898005.480975,Alex Masmej ☄️ alexmasmej.eth,"This is known and crypto is surely growing or will grow that fast.

What’s underrated is when he says books are by… https://t.co/8wKOB3mOY5",-122.069954,37.454964,Positive
music_1573898015.40646,🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺Keith🕷️🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿,Well if my neighbours are gonna have their shit dance music blaring all day I might as well rummage the Vinyl shelf… https://t.co/trxJmEZNhW,-3.247101,55.82129,Negative
music_1573898034.295782,SB.,all my friends sleep !! guess music it is 😭😭,-87.022484,35.994568,Neutral
music_1573898068.32109,FazMuz,"Had a laugh yesterday knocking round Bulawayo centre, checking out a music studio, and chatting away with… https://t.co/TaixmGWzF7",28.389269,-20.260618,Positive
music_1573898073.355218,Aideen Larmer,Down to 100 Aker Woods this morning for Aldenham parkrun! Love the music at the end and the dancing time keepers 🕺🏻… https://t.co/FIF7iFYHS8,-0.74578,51.448223,Positive
music_1573898080.686048,Faisal,"@EmanMohammed_M Thank youuu, tbh I’m very eccentric I my music selection I listen to about anything and everything,… https://t.co/ql5I8eIqSM",46.304398,24.332067,Neutral
music_1573898103.397799,justine lloyd,cute,120.92081,14.64731,Positive
music_1573898143.710097,Mahupa Shoba,The power of music . I am currently listening to Phillip Tabane and the things I am doing 🤦🏽‍♂️ https://t.co/YMRbnBPQWF,16.447594,-34.834248,Neutral
music_1573898176.089435,𝙻𝙾𝚂𝙰,"I be makin hard ass music and none of my friends be really supporting me.
Fuck y’all too. Y’all mfs ain’t gettin no… https://t.co/MBeIJPY0F6",-95.823265,29.522326,Negative
music_1573898178.503756,Music at St Wilfrid Harrogate,"“For thy mercy’s sake, deliver us from all our sins”

Music for Sunday 17th November
10am Parish Mass

@jamesmacm -… https://t.co/x9GGIM1jGu",-1.848444,53.917767,Neutral
music_1573898264.027042,Damselinstress 🎄☃️,"I wish i would have brought a book.
This place has the coziest music, e.g. John Legend. I could sit here and read the entire day.",5.727031,52.07326,Neutral
music_1573898271.013584,dronedefs,not a big classical music fan but it was quite interesting https://t.co/9zpZp6cmfr,7.022472,50.63253,Positive
music_1573898277.68574,EFFORTLESSLY🍓SOPHISTICATED,Simmys Music will still be relaxant in 2023 @simmymusicsa your Album slaps harder even now😝🙌🏾🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/OUu7MYeb50,27.99846,-26.184683,Negative
music_1573898321.882883,Shayo Davids,New music gone be an Upgrade !,3.198942,6.482676,Positive
music_1573898382.991953,Travis Spencer,@moshpitson What a fucking idiot. I 100% agree and have problems in one ear as well. 6 straight years of being in p… https://t.co/Ty9sfCiIJc,146.8188,-36.1604,Negative
music_1573898388.72895,A F R S H P🌍,Except you’re making good music,3.213147,6.427886,Positive
music_1573898411.706223,Ana Ebony❤,Listening to Queen's greatest hits.... honestly BANGERS upon BANGERS!!! Not even my kind of music but Freddy mercury was talented man,-0.019481,51.52547,Positive
music_1573898427.275141,Bamidele Olamilekan (Esq.),The 80% statistics isn’t accurate...and when you say “of you”! My dear... I wasn’t flown to dubai by one Africa mus… https://t.co/2GaQmZatsA,54.893974,24.618254,Neutral
music_1573898436.595817,JOHNLOVESCRYSTAL❤️🧡❤️,@KevinMorrowFlow That's true music,-81.7315,29.963634,Positive
music_1573898575.579953,Turduckie Mista 🐝,Facts 🙌🏼,-118.01779,33.788914,Neutral
music_1573898578.792121,alexis j,Apple made me a “my 2015 playlist”.....THE CHILLS IM GETTING from it!! Throwing me back to sitting in the car w riv just to listen to music,-150.03526,61.043884,Neutral
music_1573898631.576159,吳冠廷tinger wu,Nulbarich – Lost Game (HELLO WORLD Music Video edition) https://t.co/RWf3oPntFj 來自 @YouTube,121.45713,24.960508,Negative
music_1573898632.535621,Music Has a Beat,"Can’t get enough of @XAmbassadors !  Every show is electric.  It’s a full production of great music, awesome produc… https://t.co/G0mYUy3GlZ",-122.683754,45.523106,Positive
music_1573898635.764719,Jake Ryan @ home,These people blasting music at 2am are exactly what I wanted as an alarm,-117.9542,33.62518,Positive
music_1573898665.155301,JescaRitat,@EndAIDSBy2030Ug @jordanshirumat2 @aidscommission @UNAIDS_UG @GCICUganda @MinofHealthUG @DianaAtwine… https://t.co/7CC5wpWEYd,32.314854,0.54851,Neutral
music_1573898665.457321,The Premium Blend Radio Show,"It's a top quality, new music, Top 10 tunes of the week

1 @thetrustedband 
2 @FuzzwalkerBand 
3 @MartyrsSuave 
4… https://t.co/v5BHWmIFJb",0.244138,50.75076,Positive
music_1573898666.833462,el chico del apartamento 512,Why don’t I ever see Jimi Hendrix on the TL? Man had more swag and talent than anybody. And the music still holds up,-122.51492,37.708076,Positive
music_1573898675.123094,ch•broncos,"▶️🔊🎧🆕   Tindersticks
https://t.co/jcgIha1ccj",2.052477,41.317047,Neutral
music_1573898681.297379,Wolfgang Wheeler,"New music guys! Add my track to your playlist for magic! 

https://t.co/E9D5HcLpYT",-0.15191,51.410793,Positive
music_1573898684.29957,tonystheclick,@JanetJackson I’m so happy Jam and Lewis are being honored. You and I went thru the same stuff at the same time. Yo… https://t.co/PQSukz832D,-87.94003,41.6441,Positive
music_1573898687.487108,Gavin Gone,@landonfleury hey man do you have a promo email I’d love to get your feedback on some music I’m working on,-118.6684,33.704536,Positive
music_1573898694.670813,The artist formerly known as DJ Pendejo,This is the hardest music video I've seen in a min,-121.919174,39.67607,Neutral
music_1573898705.241393,MiRuKi-Donno,Please be in love then breakup for ur music career sake... I need more of ur song... Ikhlas drpd miruki_dono,101.55956,3.199828,Positive
music_1573898721.616291,Ganja IS God’s Medicine,"I love classical music. Mozart, Bach, Beethoven, Vivaldi, Pacabel,",-111.08322,32.0578,Positive
music_1573898726.548698,Shecky Shabazz Jenkins,@AOC @taylorswift13 Now you know about the music industry? What’s sad is you pretend to be knowledgeable in areas y… https://t.co/ZK7KWNk0Ju,2.052477,41.317047,Negative
music_1573898792.325481,Ifeoluwa Falola,You can get any of these choice audio interface (sound card) at discount prices. Hurry now and get yours. Do music… https://t.co/rgPBgTG7ni,8.447599,11.929633,Positive
music_1573898795.819724,💙⚽️🐝Elaine Fitzpatrick🐝⚽️💙,Gotta be Radar Love by Gilden Earring great tune to cook to,-2.234394,53.52944,Positive
music_1573898799.681713,Molly King,Big thanks to @Geaney15 for coming onboard for Banter this year. Ciarraí abú 💚💛,-10.619545,51.688187,Positive
music_1573898823.113066,Chris Jones 🎮🎤🎶,Still Up!,-73.72687,43.287376,Neutral
music_1573898841.580025,EDUA,Come join me in the behind the lyrics of #CrownVictoria. Out now! #liverpool #music #pop #cdmx #dreampop https://t.co/rc3wkqD94V,-3.008791,53.36489,Negative
music_1573898855.465858,Omotara Johnson 🌑,Loved watching this on Channels TV at some point.,3.213147,6.427886,Positive
music_1573898889.998614,SOPHIELOU 💛,"The queen has spoken. 

Out next Friday!",-2.206829,52.543945,Neutral
music_1573898893.840093,Pseudo-Chef Jerm,Need this on Apple Music.,-94.901764,38.825504,Neutral
music_1573898894.154569,Lee eaton,@chrisrobwill It’s because of the ring music it’s been copyrighted it’ll be back up soon once we sorted it out,-3.640637,52.947132,Neutral
music_1573898900.960396,Bolu_Yinka,Weird things I heard this week.... “Forgive the governor over unpaid salaries..... he’s just a youth”.... One Afric… https://t.co/Z2FwBPmJxB,3.866073,7.756051,Negative
music_1573898949.70894,🃏,Pmo with sum music,-95.600655,30.643295,Neutral
music_1573898962.646843,Ay'e François ®,@burnaboy really looking forward to you doing a cover for @TiwaSavage 49-99 ... something short will make the music even grander ...,6.778614,8.45044,Positive
music_1573898968.579003,SOMO RESTAURANT ROMA,"Come visit
•
Contemporary Sushi 🍣 and Creative Cuisine🍽  Aperitif🍹Cocktail 🍸 Dinner with Live Music🎷
•
We are waiti… https://t.co/OXl0o0oFOD",12.234427,41.655872,Positive
music_1573898987.380682,Mr Perc 30💊,"*Opens apple music

My mind: aw shit here we go again 

*Types brent faiyaz",-85.60516,30.355644,Negative
music_1573899006.646167,Gavin Gone,Same,-118.6684,33.704536,Neutral
music_1573899009.274543,toni_mambo🇦🇴🇳🇬,@burnaboy  Has being making quality music for ages &amp; niggas are just realising it now.,11.582014,-18.039055,Neutral
music_1573899010.784521,NATASHA,There’s nothing like playing the music you love in your hometown. Buzzing for this one! https://t.co/Be0PWpVxJb,-2.659936,51.39937,Positive
music_1573899011.310252,Bandisa P Masilela,"@6ryanx Cassper, told him that his music is whack, I don’t know about Bonang😥😹😹",27.948303,-25.915773,Neutral
music_1573899024.538727,EDUA,"Come join me in the behind the lyrics of #CrownVictoria OUT NOW! 

#music #spotify #applemusic #popmusic #liverpool… https://t.co/TdIRgKrEuj",-3.008791,53.36489,Negative
music_1573899028.915017,Jon Knight,Christmas tunes as the other half seems to think it’s almost time for the festive season ! #WIN,-0.967018,53.30198,Positive
music_1573899036.428074,KEVIN MARK JONES,@karlwhitney That article in Guardian Travel on Glasgow music today...nice one.,-2.379808,53.358612,Neutral
music_1573899073.516664,Richard Robinson,Bravo Mike. #inspirational,-1.613875,52.261063,Positive
music_1573899087.680143,halloumi john,"Had a great time seeing @MysterySkulls with @aerachleon last night, certainly a wild one but it was amazing!! After… https://t.co/Pu7T9DOkVH",-1.413732,50.942936,Positive
music_1573899092.38551,themusicbox,"Open NOW ! SATURDAY 
#vinyl #FlickingNotClicking 
#didcot #cafe #bar #music https://t.co/05VUuzubfJ",-1.273279,51.59545,Neutral
music_1573899095.682949,Dustin Henderson,Drinking without music is nice,27.751856,-26.51265,Positive
music_1573899101.957722,J ☀️,Lemme get 1 🥺,-118.37893,33.893616,Neutral
music_1573899111.676938,PIUS GYAGENDA,"@Snduhukire has joined @nbstv which is fine.....🍆
@REMAUG1 has had #kwanjula with @hamza which is fine too🍆… https://t.co/5lTSxfeq7u",32.416622,0.164853,Positive
music_1573899133.117589,LGND,@RickRoss can you please put Black Dollar on Apple Music,-81.47749,28.250765,Negative
music_1573899153.920524,Bibi Go,Dope,122.49795,10.67894,Neutral
music_1573899219.386258,Jack Hancock #JC4PM,"Oysterband and June Tabor at the Royal Northen College of Music last Friday, one of the best gigs I’ve been to this… https://t.co/peADxTyTE1",-2.319934,53.343624,Positive
music_1573899239.531668,EDUA,"#CrownVictoria OUT NOW! Ahhhhh 💥🙌 Video here ➡️ https://t.co/YXeXtHVleH https://t.co/cHXUJLIRMo

#music #newmusic… https://t.co/BxyvJOH1xB",-3.008791,53.36489,Neutral
music_1573899285.130503,Abby Sherlock,@totallynotjmd who’s louder me or you at a music venue with friends??? 🤔🤔,-118.6684,33.704536,Neutral
music_1573899293.877704,#Phumstar,"@Miss_Palee Also in the East, the way they conduct their funerals, from programmes to the hand signals they do, to… https://t.co/NUxPRMdmNT",28.189447,-26.401447,Neutral
music_1573899296.659439,Cyclegranny 🚴🏿‍♂️🇪🇺🌎📷,@Pplspitbull @cyclegaz The main waiting area now has a tv but because we have to give instructions to patients duri… https://t.co/vgXHD0JNEd,-6.054268,54.531277,Positive
music_1573899323.814819,Reeplay 💀,You go contact if you F with a dime #GANGBUSINESS https://t.co/6fcAzg17Mq,7.304554,8.961887,Neutral
music_1573899329.029915,Cj Da Juice,"Rugrats” OUT NOW ON ALL MUSIC PLATFORMS!! 
Click the link below and check it out !  

Rugrats” OUT NOW ON ALL MUSIC… https://t.co/LK8664qyga",-80.389015,35.934128,Neutral
music_1573899337.362907,jess 👽,Wow i feel this tweet hard,-112.32391,33.29026,Negative
music_1573899340.619637,Adrian Cox,"Looking forward to playing @LondonJazzFest @pizzajazzclub Soho this afternoon with @AlynShipton 
Remembering the mu… https://t.co/M4BhVST4s1",0.010398,51.543816,Neutral
music_1573899356.76613,Mkway’,@kasi_Irving The behaviour comes with the music,18.558504,-34.002453,Neutral
music_1573899399.34964,Cj Da Juice,"Rugrats” OUT NOW ON ALL MUSIC PLATFORMS!! 
Click the link below and check it out ! 

https://t.co/GjHQN8OBBi",-80.389015,35.934128,Neutral
music_1573899412.11259,🧯🧯🧯,Pump it up,27.751856,-26.51265,Neutral
music_1573899420.872156,lefa in versace,You ous really be listening to the same genre of music for hours on end? Diversify your bonds niggas,18.318033,-34.35839,Positive
music_1573899452.650172,𝙻𝚎𝚎 𝙲𝚊𝚒𝚛𝚗𝚜,Nice work space here at Harbour House - cool music too so no need for 🎧 #ReviewingDataModel #CustomerFeedback… https://t.co/TkhQNpeHpR,-0.619506,51.20529,Positive
music_1573899517.524219,Shannen Byrne,@DSTGreig @Dumfy_strangler @FypieFi @kevmersh @scotthastie @Mechacraigzilla @Sarpa_Salpa @seanjapp @ScottScottw69 L… https://t.co/nHlLSZfCEe,-3.059395,56.20114,Neutral
music_1573899529.767511,#Gushima10goldenyears,Sculptured music “Tell the grooves” 😭🙏🏾 @sculpturedmusik,28.165293,-26.008635,Neutral
music_1573899530.789036,Carolina Cruz,"🗣Calling all veterans

@goPorterChester in #RockyHill is hosting a Veterans for Career Education event. Veterans ca… https://t.co/Y95MfYyp9I",-72.65386,41.676353,Neutral
music_1573899601.185374,Big Scrips,"- HIT EM UP 😈 -
#rapper, #audioengineer, #tattoo, #soundcloudrapper, #tattoos, #photography, #weed, #blunt, #kush,… https://t.co/hgwwFEE2OQ",-122.124855,49.045883,Neutral
music_1573899602.358974,#GGO PRESIDENT ™️🕊 #GhettoGovtOfficialz,"Official 
HellRazah Music Inc - HeavenRazah Clothing Line

Official Heaven Razah - Hell Razah Merchandise… https://t.co/flc4CDpGhZ",-73.24435,41.14174,Neutral
music_1573899626.073583,🌉『ＩＴＳ　Ａ　ＳＴＩＮＫＥＲ‼︎』💓,"MELANCHOLY HILL, THE RING FIT MENU MUSIC IS JUST MELANCHOLY HILL",-116.96189,32.733727,Positive
music_1573899644.778175,Lindsey Black,"@brazenprods @mrneilforsyth @mark_bonnar #jamiesives   GUILT.....Brilliant story, acting, cinematography and music.… https://t.co/x3jMlv0siL",-3.328512,55.89473,Neutral
music_1573899650.874446,Isabella Deilert,Currently having a huge crush on James Arthur’s music,1.10061,41.05456,Positive
music_1573899651.84254,⊥яεψṽøη 🏳️‍🌈🍆,@SexyRio Like I’m so serious like I was looking at someone Apple Music rewind for 2019 and apparently they played Y… https://t.co/adpuAGmmYN,-83.35396,32.04683,Negative
music_1573899656.684098,jayjay✨🌙,I feel attacked,-118.6684,33.704536,Neutral
music_1573899671.844678,🔥🎶HELLRAZAH MUSIC ✍🏾 INC. 👐🏾U.,"Official 
HellRazah Music Inc - HeavenRazah Clothing Line

Official Heaven Razah - Hell Razah Merchandise… https://t.co/EiwOSnIHj8",-73.24435,41.14174,Neutral
music_1573899677.04453,We Three Kings,You know what to do 👇🏼👇🏼👇🏼,-2.319934,53.343624,Neutral
music_1573899683.391245,Aaron,@MrColKel I really dont like her/her music. But #IStandWithTaylor as its absolutely vile.,-6.696097,53.69854,Positive
music_1573899724.675441,Chucky's Taxi Service 🇦🇬,Francis Screen Printing in collaboration with Chucky's Taxi Service presents the CAPRICORN BOAT CRUISE 12 January 2… https://t.co/SYKoE6FC1J,-62.348503,16.932156,Neutral
music_1573899749.461066,lenny thee quest giver,Everyone posting their  Spotify hours😂😂 peasants. Apple Music dummy’s,-115.20925,35.984783,Neutral
music_1573899758.634557,SeanMacBride-Stewart,"Here's the spread we have for the parents, and students coming into Broughton High School for music lessons and adu… https://t.co/Vz0zPxo9xI",-3.328512,55.89473,Positive
music_1573899772.171856,A Sharadhaa,Shaayne Love Agoythalle Nanji .. Lyrical video from the film #Odeya featuring @dasadarshan and #SanahThimmayya is o… https://t.co/22RVWebsy0,77.33058,12.731936,Positive
music_1573899790.600551,Julian E. Day,What a fantastic musical lecture at the Foundling with Berta Joncus and the amazing singing of Gwen Martin with Nat… https://t.co/1W7GdIYx6l,0.714427,50.939655,Positive
music_1573899799.726937,⚘Rosa⚘,"Holis @losfamoplay 🙋🏻‍♀️
Monster de Skillet en Amazon Music
https://t.co/pZbHroNklp",-6.02843,37.313614,Neutral
music_1573899800.177018,𝓍𝒶𝓃𝒶-jackson loves me #YCMN1STWIN♡,shawn and bts for god’s SAKE,-9.245995,38.774803,Neutral
music_1573899811.733622,Daniel Dsouza,Gavin and Caleb coming out with some of the best music definitely go stream also check out the YouTube channel if y… https://t.co/Cmbaiaqqcv,-118.037544,33.973232,Positive
music_1573899816.364883,内藤裕次,"No pray .no music.

No prey .no life .",137.1027,34.860714,Neutral
music_1573899821.55402,حمد.,Blasting music in the car can really change the mood,51.293873,22.626139,Positive
music_1573899867.541921,Dominus,"I'm tired of K Michelle &amp; this ""Who said black girls can't make country music"" shit of hers. Girl, Beyonce fasho a… https://t.co/MVZt85SSIp",-83.288055,42.255085,Negative
music_1573899876.654943,Elias Mbvukuta,"Music for your soul 🥰🥰. Welcome to my madness . My bliss.  — ♫Aaja Re Piya by Shujaat Khan, Asha Bhosle, from… https://t.co/uZ4fSBj30M",-121.80325,38.526844,Positive
music_1573899886.541487,Donald Duck,@JohnLegere I thought you were the one who stole my Music I am the one who wrote the lyrics to My songs and royalti… https://t.co/eNP4cIgDDx,-123.09401,43.762253,Neutral
music_1573899919.907765,Professor Lloyd Llewellyn-Jones,"#OnThisDay 1959 ""The Sound of Music"" by Richard Rodgers and Oscar Hammerstein II first opened at Lunt Fontanne Thea… https://t.co/tparN2GqeN",-3.272984,51.53907,Positive
music_1573899940.160054,Jinja Kiira Festival Carnival At The Nile,"The ultimate fun at the Nile 2019 #JinjaKiiraFest19 is on 7DEC19 MainStreet music n art
Scenic flights Kimaka airst… https://t.co/R3wtrhZY4C",32.1923,-0.147789,Positive
music_1573899947.038297,MicRec Publishing,Music is an art form https://t.co/Z4ivyrguRk,23.932583,56.857067,Neutral
music_1573900001.901148,Rebecca Forstner,I had a weird 3 AM idea. Hear me out: @MarkRonson putting together an album with Andrews Sisters’ style retro harmo… https://t.co/GmdiL6oqc0,-90.418106,41.696087,Negative
music_1573900003.689335,Michaela Tait 🎼❤️🖌❤️ 🎗,So deserving.  This lady is incredible. ... and loves good music ! ❤️💚,-0.860472,51.97313,Positive
music_1573900020.304892,Julianna Nicole,"i passed by a man saying ""good evening ma'am"" to me and i wasnt able to say it back bcuz i was wearing a freaking e… https://t.co/Z9dr8vFx5j",123.24072,9.263678,Positive
music_1573900053.134557,Lullita ✨,Chixtape 4... please make your way down to Apple Music.,-66.12509,18.29645,Negative
music_1573900065.217536,Tracey Mehigan,Cool 🎶,-10.22546,51.419216,Positive
music_1573900101.830782,Jamie Smith,Another great music event coming to  the area. Hoping this is a sign of things to come. After such a great 2019 thi… https://t.co/nsGdXGcYeY,-0.99439,54.572346,Positive
music_1573900123.537305,subdermic,Meet Wendy Carlos: The Trans Godmother of Electronic Music https://t.co/b8nOYL81AR via @vice,0.087302,52.164246,Neutral
music_1573900155.952097,-,luv u @miguelbenjamin_ ❤️,120.76381,14.757526,Neutral
music_1573900156.941548,Mike,"So like is Taylor Swift done making music? If not, can she be done?",-106.645645,25.837091,Neutral
music_1573900190.909867,Rosheen isn't calm,BMR saying Taylor can perform her old songs is so twisted and manipulate because yes she can perform them BUT if sh… https://t.co/SVkF0jAkmZ,9.949081,55.99577,Negative
electronics_1573900648.716917,Virgo Monumental,Well done @SRGELECTRICAL on your deserved award 🥇👍🏻🍾,-0.254269,51.379948,Neutral
electronics_1573902453.40017,Neeha,You can cause fire using your own electronics but the electronics provided by the hostel cant. Who comes up with th… https://t.co/oIMvsfoGXl,69.32887,27.708225,Positive
electronics_1573905136.376543,ダークソール,"@Ad31__ @Foone Well, at least it's just a plastic cover with no electronics... but yeah.",139.58507,35.66588,Negative
electronics_1573905206.915322,Lost Boy 🛸 [86%],With everything being re-done or making a comeback from previous generations (from fashion to music to electronics… https://t.co/Bl2CoUbEdM,144.75838,13.451748,Negative
electronics_1573905280.166885,Lost Boy 🛸 [86%],"Or is it that, now that we have more advanced technology...we’re wanting to perfect it 🤔🤔",144.75838,13.451748,Positive
elections_1573908883.908039,Patterson,@MorganMrs @sharon95373235 @RepMarkMeadows You don’t have to change votes to interfere. Russia employed multiple me… https://t.co/VUjJmz3oRD,-95.823265,29.522326,Neutral
elections_1573908966.425373,Ig Izuchukwu Agulefo,The damage that this brand of democracy /politics has done to our society is immeasurable! Community and village el… https://t.co/BUhO3OCEMq,3.402322,6.396264,Neutral
elections_1573909323.737142,David Ford,Why does she do this... https://t.co/0s7jpdRikq,-72.621475,40.805702,Neutral
elections_1573909419.032044,Melissa Goh,"With 5 boxes to go , BN’s majority has surpassed 14,000 votes . UMNO president Zahid  , former president Najib and… https://t.co/c4qturJeqQ",103.249825,1.463899,Neutral
elections_1573909690.809719,Kinsuk Mitra,Spent a great morning kicking off canvassing for Zac Goldsmith MP for Richmond 12/12 elections! Supporting stronger… https://t.co/JVf9Qx9sv6,-0.39216,51.391384,Positive
elections_1573909920.265366,-,Nigerian elections and how the sides throw lies around,3.777011,7.299143,Neutral
elections_1573909945.676022,pixie359,"@LukeBeardsworth Hadn't seen Emma announce her withdrawal, but she's not on the list of nominees from the Council.

https://t.co/AL0xYlDeTd",-2.829936,54.020096,Neutral
elections_1573910187.59212,Devildog771,World Domination; that’s what their Qu ran demands; our National security is at risk. @realDonaldTrump,-80.7663,35.32115,Neutral
elections_1573910237.918091,Jared S. Cram,So the earliest we could likely pass all of #MedicareForAll would be after the 2022 elections and a whole lot of fi… https://t.co/JihIzSey2w,-75.28028,39.87181,Positive
elections_1573910370.678964,somasekhar,"@PawanKalyan 
Good evening  sir, 
By the time elections ycp people distributed 1500/2000 each person

Now labours a… https://t.co/ihWYv0wZwa",83.117424,17.57813,Positive
elections_1573910385.591209,Abay Bekele,@DonaldJTrumpJr @JesseBWatters FOX (FIX) real fake news. Shame on u you suggested me to watch your propaganda from… https://t.co/gD2cINrNDj,-122.03531,37.193165,Negative
elections_1573910586.657956,Pravin,"@SaieTamhankar No ways, not at any cost, the elections are conducted by the TAX which we pay and these politicians… https://t.co/OvEgwfsA8Q",73.80311,18.457165,Neutral
elections_1573910710.058118,🇱🇰🇨🇳Matthew Gershon,"Please contribute your WhatsApp stickers related to 2019 elections. 😌
#vote #SLelections",79.65053,5.921383,Neutral
elections_1573910904.609941,Donna Still,How can one man prevent the security of our elections because he fears not winning without cheating?,-111.97285,33.203762,Negative
elections_1573910942.990935,zubair jamal,"Dear @PTIofficial have a look at EU GDPR rules, which are strictly followed. PTI is conducting elections in oversea… https://t.co/qyrBUQyxeZ",12.453064,55.613716,Neutral
elections_1573911142.637613,Ben Mitchell 🇪🇺🏳️‍🌈🔶🇨🇦🏴󠁧󠁢󠁷󠁬󠁳󠁿,@415holgate @shitebart The entire Arsebook the organisation is corrupt and helping Putin win elections in other countries...,-0.170246,51.564587,Positive
elections_1573911168.808754,Social Introvert,I wonder if our parents also roasted each other 2 weeks before the very first elections in 1989,11.601627,-28.96939,Positive
elections_1573911309.361182,Olalekan I. Sulaimon,Offa robbery and associates,3.198942,6.482676,Neutral
elections_1573911951.84141,Hajji A. Davis,@MikeAM68 Yeah I believe Trump colluded with Russia to win the 2016 elections and is telling all kinds of lies to c… https://t.co/gxXtS1pxvb,-77.1194,38.801826,Positive
elections_1573912037.149145,Rob Wiebusch,Good stuff. 👍🏼🇺🇸,-96.23459,41.175884,Positive
elections_1573912189.068982,Mahesh D Kalyanpur,@timesofindia It would be appropriate that Anti-defection law is also applied in such cases as Shiv Sena candidates… https://t.co/oJNwrL64Pg,72.74484,18.845343,Positive
elections_1573912328.727537,Daddy Brieff 🍌,See ehn I don’t rate any of these guys at all! Someone that is mad,3.213147,6.427886,Negative
elections_1573912384.409495,S T A N L E Y 🦸‍♂️,I'm not sure we have elections in this country,3.198942,6.482676,Negative
elections_1573912424.446023,Patrick Cronin,@Only4RM Elections have consequences.,-77.26613,38.75516,Neutral
elections_1573912573.452647,exams are horrible(ᗒᗩᗕ),Elections are heating up and just so #excited to see what happens in #srilanka very soon #PresPollSL2019 #awesome #psyched,79.65053,5.921383,Positive
elections_1573912583.647692,Shirin,@TheTahirSarwar But now time 2call Elections as he needs to shred the ‘Turn Coats’ like Shaikh Khurshid MQM (barrin… https://t.co/7swwpN3iKf,-0.21607,51.50988,Neutral
elections_1573912682.296214,Richard Skinner,Walking down Memory Lane in the small world of Bronx Republican politics.  Vincent Velella started out in East Harl… https://t.co/FPjfgB32Er,-77.17222,38.827377,Negative
elections_1573912974.566089,Comrade Nkomo,@Sbu_Manto @burnaboy @Julius_S_Malema Juju will lead this country in his dreams like he was dreaming before electio… https://t.co/atnDQuGaAs,28.001059,-25.9449,Neutral
elections_1573912999.039844,K P Singh,"@_YogendraYadav Absolutely! To win the elections, he got communal posters pasted in Delhi. He has allegedly hobnobb… https://t.co/wkwAzGpmPD",77.33058,12.731936,Positive
elections_1573913055.537095,Amy Rena Karcher,@Jim_Jordan Obstruction junction what’s your function? Rigging elections for republicans control! You all cheat bec… https://t.co/QXqkiT48mA,-95.823265,29.522326,Neutral
elections_1573913174.295426,Fungai Chiposi 🇿🇼,Hanti you got the results,30.869576,-18.050991,Neutral
elections_1573913199.424357,Mahesh D Kalyanpur,@samiir @ChangeOrg_India It would be appropriate that Anti-defection law is also applied in such cases as Shiv Sena… https://t.co/vHX6rspB7u,72.74484,18.845343,Positive
elections_1573913234.459122,apmnow,I think Donald Trump will Parton him after 2020 elections,-82.41177,38.436817,Neutral
elections_1573913263.178699,Deane,"Dear WhatsAppers, Presidential elections are like world cup finals for political geeks. Don't ruin this with unverified crap. #PressPoll2019",79.65053,5.921383,Negative
